fecha,linea,afluencia_total,afluencia_promedio
2024-07-10,Línea 6,214876,17906.333333333332
2024-07-08,Línea 5,151079,12589.916666666666
2024-07-14,Línea 1,131774,13177.4
2014-09-07,Línea B,288189,13723.285714285714
2014-09-02,Línea 9,371474,33770.36363636364
2014-09-22,Línea B,478219,22772.333333333332
2014-04-24,Línea 4,90523,9052.3
2014-04-03,Línea 1,735885,36794.25
2014-04-06,Línea 4,47843,4784.3
2014-06-04,Línea 4,91306,9130.6
2015-09-07,Línea 4,92173,9217.3
2015-04-14,Línea 4,92123,9212.3
2015-04-30,Línea 6,162931,14811.90909090909
2014-11-19,Línea 8,424752,22355.36842105263
2014-11-14,Línea B,518629,24696.619047619046
2014-11-29,Línea 4,89940,8994.0
2014-11-19,Línea 1,743904,39152.84210526316
2024-09-12,Línea 6,141959,12905.363636363636
2024-09-02,Línea B,405110,19290.95238095238
2024-09-19,Línea 9,284945,23745.416666666668
2024-09-25,Línea 1,209535,16118.076923076924
2024-09-30,Línea 3,569300,27109.52380952381
2017-02-04,Línea 3,561628,26744.190476190477
2017-02-10,Línea 12,353304,17665.2
2017-02-04,Línea B,422394,20114.0
2017-02-26,Línea B,273758,13687.9
2019-02-01,Línea B,378831,18941.55
2019-02-16,Línea 5,184041,15336.75
2019-02-13,Línea 12,432107,21605.35
2018-02-10,Línea 5,210548,15039.142857142857
2013-02-12,Línea 4,83067,9229.666666666666
2014-02-02,Línea 1,343636,20213.882352941175
2010-12-30,Línea 4,85059,8505.9
2010-12-15,Línea 8,465702,25872.333333333332
2023-10-06,Línea 7,291021,20787.214285714286
2010-10-28,Línea 9,335696,27974.666666666668
2017-02-27,Línea A,323272,32327.2
2024-07-31,Línea 2,602820,26209.565217391304
2014-09-30,Línea 8,454081,25226.722222222223
2015-09-19,Línea 3,560601,28030.05
2015-09-03,Línea 1,816111,40805.55
2014-11-10,Línea 12,149578,18697.25
2014-11-22,Línea 8,388585,20451.842105263157
2014-11-09,Línea 5,134761,10366.23076923077
2014-11-09,Línea B,299870,14279.52380952381
2024-09-12,Línea 3,620475,28203.409090909092
2024-09-30,Línea 8,357467,19859.277777777777
2024-09-26,Línea 4,75090,7509.0
2024-09-27,Línea A,235624,26180.444444444445
2017-02-13,Línea 4,90809,9080.9
2017-02-12,Línea 5,139763,11646.916666666666
2019-02-07,Línea 2,663083,30140.136363636364
2019-02-14,Línea 1,747791,37389.55
2019-02-02,Línea B,393610,18743.333333333332
2018-02-13,Línea 7,356568,23771.2
2013-02-02,Línea 7,197453,15188.692307692309
2014-02-24,Línea 2,814809,35426.47826086957
2010-12-02,Línea 2,948956,39539.833333333336
2010-12-20,Línea A,247935,24793.5
2023-12-21,Línea 3,429053,21452.65
2023-12-21,Línea A,218414,21841.4
2023-12-17,Línea 5,120641,9280.076923076924
2023-10-08,Línea 8,189118,9953.578947368422
2023-10-14,Línea 2,516744,21531.0
2010-10-28,Línea 7,321558,22968.428571428572
2024-07-08,Línea 12,322570,16128.5
2024-07-27,Línea 5,112833,9402.75
2014-09-14,Línea 3,349589,16647.095238095237
2014-09-14,Línea 7,131306,9379.0
2014-09-17,Línea 12,146423,16269.222222222223
2014-09-01,Línea 1,874800,43740.0
2014-09-04,Línea A,296282,32920.22222222222
2014-09-12,Línea 9,431049,35920.75
2014-04-11,Línea 4,96993,9699.3
2014-06-29,Línea 4,49686,4968.6
2014-06-15,Línea 3,315654,16613.36842105263
2014-06-02,Línea 9,359789,29982.416666666668
2015-09-12,Línea B,443730,21130.0
2015-04-30,Línea B,487494,24374.7
2015-04-12,Línea 3,322493,16973.315789473683
2015-04-09,Línea 9,359100,29925.0
2024-09-27,Línea 5,192930,16077.5
2019-02-10,Línea 12,365609,19242.57894736842
2019-02-24,Línea 7,111833,8602.538461538461
2018-02-21,Línea 1,729732,36486.6
2018-02-12,Línea 4,92295,9229.5
2014-02-18,Línea 5,269752,20750.153846153848
2010-12-04,Línea 2,867228,36134.5
2010-12-14,Línea 6,143220,13020.0
2010-12-25,Línea 1,333598,15885.619047619048
2023-12-14,Línea 6,123150,12315.0
2023-10-07,Línea 5,93931,7827.583333333333
2010-10-11,Línea 6,166000,15090.90909090909
2010-10-24,Línea 7,112988,8070.571428571428
2010-10-22,Línea B,517293,24633.0
2010-10-25,Línea A,259875,25987.5
2024-07-04,Línea A,191033,19103.3
2014-09-13,Línea A,227556,25284.0
2014-09-01,Línea A,326373,32637.3
2014-04-17,Línea 8,259317,14406.5
2014-04-24,Línea 6,163265,14842.272727272728
2014-06-20,Línea 7,321767,22983.35714285714
2014-06-12,Línea 12,149114,16568.222222222223
2014-06-03,Línea 1,725012,38158.52631578947
2014-06-30,Línea A,254062,28229.11111111111
2015-09-21,Línea 2,770710,36700.47619047619
2015-09-26,Línea A,249368,24936.8
2015-09-05,Línea A,249906,24990.6
2015-04-10,Línea 8,395112,20795.36842105263
2014-11-28,Línea B,497464,23688.761904761905
2014-11-23,Línea 5,140405,11700.416666666666
2024-09-02,Línea 7,279657,19975.5
2017-02-01,Línea 9,397528,33127.333333333336
2017-02-13,Línea 9,361886,30157.166666666668
2017-02-17,Línea 9,391670,32639.166666666668
2017-02-02,Línea 7,385858,27561.285714285714
2017-02-18,Línea 9,293536,29353.6
2019-02-15,Línea 12,445495,22274.75
2018-02-22,Línea 8,423940,22312.63157894737
2013-02-24,Línea 4,49723,4972.3
2013-02-04,Línea 12,127740,6387.0
2013-02-22,Línea 4,90274,9027.4
2013-02-08,Línea 4,86821,8682.1
2014-02-08,Línea 7,225286,16091.857142857143
2010-12-28,Línea 3,655756,32787.8
2010-12-14,Línea 3,805138,36597.181818181816
2010-12-16,Línea B,486382,24319.1
2010-12-19,Línea 6,86205,7836.818181818182
2023-12-04,Línea 3,527249,26362.45
2023-12-29,Línea 12,147423,11340.23076923077
2023-12-27,Línea 9,178054,22256.75
2023-12-17,Línea 8,277460,15414.444444444445
2023-10-31,Línea 3,540050,25716.666666666668
2023-10-26,Línea 6,134916,13491.6
2010-10-11,Línea A,238605,26511.666666666668
2010-10-14,Línea 2,928531,40370.913043478264
2010-10-29,Línea 8,499600,26294.736842105263
2017-02-25,Línea 6,122024,11093.09090909091
2024-07-12,Línea 4,70160,7016.0
2024-07-03,Línea 5,168357,12950.538461538461
2014-04-26,Línea 1,642905,33837.10526315789
2014-06-29,Línea 5,152415,11724.23076923077
2014-06-23,Línea 12,131574,16446.75
2015-04-26,Línea 3,347984,16570.666666666668
2015-04-01,Línea B,383916,19195.8
2015-04-01,Línea 4,75653,8405.888888888889
2014-11-20,Línea 6,146809,13346.272727272728
2024-09-24,Línea A,233365,23336.5
2017-02-28,Línea 6,161653,14695.727272727272
2019-02-22,Línea 7,393713,28122.35714285714
2019-02-16,Línea B,352752,17637.6
2019-02-28,Línea 4,93446,9344.6
2013-02-24,Línea 7,113698,8746.0
2013-02-17,Línea 6,74111,6737.363636363636
2013-02-15,Línea B,531613,26580.65
2014-02-23,Línea A,129202,12920.2
2014-02-17,Línea 5,263554,20273.384615384617
2023-10-06,Línea 1,161925,23132.14285714286
2023-10-30,Línea 7,283875,20276.785714285714
2024-07-05,Línea B,360695,17175.95238095238
2024-07-30,Línea 3,506579,24122.809523809523
2024-07-09,Línea 9,229629,25514.333333333332
2014-09-09,Línea 1,834361,41718.05
2014-09-20,Línea 5,224442,17264.76923076923
2014-04-20,Línea 2,380628,15859.5
2014-04-20,Línea 3,285368,13588.952380952382
2014-04-21,Línea 4,67832,6783.2
2014-06-18,Línea 9,349014,29084.5
2014-06-21,Línea 5,198358,15258.307692307691
2015-09-16,Línea 8,190168,10008.842105263158
2014-11-04,Línea 4,82473,9163.666666666666
2014-11-17,Línea B,338150,16102.380952380952
2014-11-28,Línea 5,261743,20134.076923076922
2024-09-09,Línea 5,206521,15886.23076923077
2017-02-24,Línea 12,395362,19768.1
2017-02-23,Línea 3,798541,36297.318181818184
2017-02-01,Línea 1,770159,38507.95
2017-02-15,Línea 6,178332,14861.0
2019-02-07,Línea 7,345493,24678.071428571428
2013-02-13,Línea 8,410738,21617.78947368421
2014-02-01,Línea 9,294423,24535.25
2014-02-08,Línea 9,292546,24378.833333333332
2014-02-22,Línea 3,510997,25549.85
2023-12-23,Línea A,197901,19790.1
2023-10-16,Línea 2,545422,23714.0
2023-10-21,Línea A,181995,18199.5
2023-10-28,Línea 6,87908,7991.636363636364
2010-10-06,Línea 9,352168,29347.333333333332
2010-10-03,Línea 8,222238,13889.875
2010-10-25,Línea 6,155350,14122.727272727272
2024-07-22,Línea 7,247837,17702.64285714286
2024-07-26,Línea B,344658,17232.9
2024-07-29,Línea 7,254288,18163.428571428572
2024-07-04,Línea 9,234152,26016.88888888889
2024-07-26,Línea 1,170258,18917.555555555555
2014-09-01,Línea 7,292857,20918.35714285714
2014-06-04,Línea 12,160844,17871.555555555555
2015-09-22,Línea 12,145658,18207.25
2015-09-05,Línea 5,225507,17346.69230769231
2015-04-24,Línea 1,742448,39076.21052631579
2015-04-17,Línea 7,265404,22117.0
2015-04-23,Línea 2,901233,37551.375
2014-11-30,Línea 12,70826,7869.555555555556
2024-09-04,Línea 12,378224,18911.2
2024-09-10,Línea 7,299712,21408.0
2024-09-11,Línea 4,79942,8882.444444444445
2024-09-20,Línea 2,723880,30161.666666666668
2017-02-24,Línea 8,437719,23037.842105263157
2017-02-28,Línea 12,388512,19425.6
2017-02-26,Línea 3,345309,16443.285714285714
2018-02-13,Línea 6,150765,15076.5
2018-02-24,Línea 6,125168,11378.90909090909
2013-02-24,Línea 5,130803,10061.76923076923
2013-02-09,Línea A,216621,21662.1
2013-02-15,Línea 12,251010,13211.052631578947
2010-12-01,Línea 8,490410,25811.052631578947
2010-12-15,Línea A,289797,28979.7
2010-12-15,Línea 6,145850,13259.09090909091
2010-12-29,Línea 7,216928,16686.76923076923
2023-12-17,Línea 12,100295,7163.928571428572
2023-12-27,Línea 6,91337,8303.363636363636
2023-12-10,Línea 4,51620,5735.555555555556
2023-12-06,Línea 4,82793,8279.3
2010-10-30,Línea 3,609879,29041.85714285714
2010-10-10,Línea 5,134735,10364.23076923077
2023-10-29,Línea A,114841,11484.1
2024-07-29,Línea B,336649,16030.904761904761
2024-07-07,Línea 9,100558,11173.111111111111
2024-07-31,Línea A,199297,19929.7
2014-04-19,Línea 12,51977,6497.125
2014-06-23,Línea B,427077,20337.0
2014-06-13,Línea 1,765326,38266.3
2014-06-17,Línea 6,141672,12879.272727272728
2014-06-18,Línea 4,85186,9465.111111111111
2015-09-28,Línea B,460560,21931.428571428572
2015-09-17,Línea 7,311209,22229.214285714286
2015-09-30,Línea 12,166556,18506.222222222223
2015-04-24,Línea 12,110149,13768.625
2015-04-20,Línea 12,148389,16487.666666666668
2014-11-11,Línea 2,866770,36115.416666666664
2024-09-28,Línea 2,532289,23143.0
2024-09-26,Línea 3,507878,24184.666666666668
2017-02-14,Línea 9,374214,31184.5
2017-02-27,Línea 5,232318,17870.615384615383
2018-02-19,Línea A,296122,29612.2
2013-02-07,Línea 4,80809,8978.777777777777
2013-02-11,Línea 12,235283,12383.315789473685
2013-02-21,Línea 1,738651,38876.36842105263
2014-02-24,Línea 8,354741,18670.57894736842
2014-02-05,Línea 8,385300,20278.947368421053
2010-12-08,Línea B,534863,25469.666666666668
2010-12-25,Línea 2,306802,13339.217391304348
2010-12-30,Línea 3,608322,28967.714285714286
2023-12-30,Línea 5,134226,10325.076923076924
2023-10-13,Línea 6,142072,12915.636363636364
2024-07-20,Línea 7,166057,11861.214285714286
2024-07-03,Línea 2,661764,27573.5
2024-07-15,Línea 4,69999,6999.9
2024-07-01,Línea 5,167520,12886.153846153846
2014-09-01,Línea 8,469275,24698.684210526317
2014-06-26,Línea 2,840600,35025.0
2015-09-19,Línea 1,709190,35459.5
2015-09-11,Línea A,312130,31213.0
2015-04-24,Línea 3,774768,36893.71428571428
2015-04-29,Línea A,321737,32173.7
2014-11-15,Línea 2,787039,35774.5
2014-11-22,Línea 12,104205,13025.625
2024-09-23,Línea B,374272,17822.47619047619
2024-09-05,Línea 12,380073,19003.65
2024-09-01,Línea B,243976,11617.904761904761
2024-09-18,Línea 7,301540,21538.571428571428
2024-09-11,Línea 9,278255,23187.916666666668
2017-02-06,Línea 2,476109,19837.875
2017-02-06,Línea 3,354312,17715.6
2019-02-07,Línea 3,625812,29800.571428571428
2019-02-17,Línea 2,427365,17806.875
2019-02-03,Línea 5,200512,15424.0
2018-02-05,Línea 8,221102,11636.947368421053
2013-02-24,Línea 2,548623,22859.291666666668
2014-02-28,Línea 9,419044,34920.333333333336
2010-12-10,Línea 1,859921,42996.05
2023-12-04,Línea 8,373592,19662.736842105263
2023-12-27,Línea 12,141442,10103.0
2023-12-04,Línea A,205876,20587.6
2023-12-16,Línea 8,360497,18973.526315789473
2023-12-29,Línea B,380082,18099.14285714286
2023-12-28,Línea A,188383,18838.3
2023-10-12,Línea 12,215044,15360.285714285714
2010-10-04,Línea A,259551,25955.1
2010-10-10,Línea A,163585,16358.5
2010-10-12,Línea A,264985,26498.5
2010-10-07,Línea 4,91388,9138.8
2010-10-01,Línea 9,357666,29805.5
2017-02-24,Línea 6,133695,13369.5
2023-10-27,Línea A,228551,22855.1
2024-07-09,Línea 8,361869,19045.736842105263
2024-07-08,Línea 7,253638,18117.0
2024-07-25,Línea 8,332747,18485.944444444445
2014-09-10,Línea 7,332251,23732.214285714286
2014-04-09,Línea 7,341496,24392.571428571428
2014-04-05,Línea 3,585155,27864.52380952381
2014-04-16,Línea 9,323899,29445.363636363636
2014-04-08,Línea 2,888332,37013.833333333336
2014-06-20,Línea 3,697097,33195.09523809524
2014-06-16,Línea 9,314944,26245.333333333332
2014-06-12,Línea 7,276122,21240.153846153848
2015-09-12,Línea 5,217023,16694.076923076922
2024-09-30,Línea 2,639100,27786.956521739132
2024-09-16,Línea 6,37599,3418.090909090909
2017-02-17,Línea A,345680,34568.0
2019-02-07,Línea B,407369,19398.52380952381
2018-02-23,Línea 7,315630,24279.23076923077
2018-02-04,Línea A,195913,19591.3
2013-02-02,Línea 5,202868,15605.23076923077
2014-02-17,Línea 12,311541,15577.05
2010-12-30,Línea 7,181191,13937.76923076923
2010-12-19,Línea 7,111575,7969.642857142857
2010-12-22,Línea 1,832691,41634.55
2010-12-03,Línea 7,298700,21335.714285714286
2023-12-20,Línea A,233596,23359.6
2023-12-24,Línea 1,105615,10561.5
2010-10-15,Línea 9,339125,28260.416666666668
2024-07-19,Línea 3,486111,23148.14285714286
2024-07-05,Línea 12,316306,16647.684210526317
2014-09-06,Línea 1,771261,38563.05
2014-09-27,Línea 4,87681,8768.1
2014-04-10,Línea 8,419668,22087.78947368421
2014-06-11,Línea 9,195646,19564.6
2014-06-06,Línea B,493510,23500.47619047619
2014-06-12,Línea 9,344875,28739.583333333332
2015-09-28,Línea 3,686558,34327.9
2015-09-20,Línea A,158092,15809.2
2015-04-18,Línea 2,812883,33870.125
2015-04-07,Línea 4,87300,8730.0
2015-04-06,Línea 6,139710,12700.90909090909
2015-04-18,Línea 6,112038,10185.272727272728
2014-11-18,Línea 2,794375,33098.958333333336
2014-11-02,Línea 6,67705,6155.0
2024-09-14,Línea 1,221967,17074.384615384617
2024-09-30,Línea 1,215765,17980.416666666668
2017-02-18,Línea 6,119590,10871.818181818182
2019-02-07,Línea 4,80757,8075.7
2019-02-16,Línea 8,343886,18099.263157894737
2019-02-02,Línea A,135344,15038.222222222223
2013-02-14,Línea 7,316461,22604.35714285714
2014-02-18,Línea 1,767539,38376.95
2014-02-26,Línea 1,759219,37960.95
2010-12-29,Línea 4,74829,7482.9
2010-12-16,Línea 4,95867,9586.7
2023-10-11,Línea 8,359441,19968.944444444445
2023-10-05,Línea 5,139071,10697.76923076923
2023-10-19,Línea 4,84309,8430.9
2010-10-26,Línea 7,297195,21228.214285714286
2010-10-23,Línea 4,80769,8076.9
2024-07-18,Línea 1,171739,19082.11111111111
2014-04-03,Línea 7,334175,23869.64285714286
2014-04-30,Línea 7,297041,22849.30769230769
2014-04-05,Línea 7,211456,15104.0
2014-06-16,Línea 4,87290,8729.0
2014-06-18,Línea 3,690046,34502.3
2015-09-12,Línea 7,214862,15347.285714285714
2015-04-29,Línea 2,872783,36365.958333333336
2015-04-16,Línea 5,274878,21144.46153846154
2015-04-09,Línea 2,758480,34476.36363636364
2014-11-13,Línea 3,780517,37167.47619047619
2014-11-26,Línea 1,755063,39740.15789473684
2024-09-24,Línea 9,275946,22995.5
2017-02-20,Línea 9,356647,29720.583333333332
2017-02-09,Línea 2,873402,36391.75
2017-02-22,Línea B,445353,21207.285714285714
2019-02-06,Línea 5,129251,9942.384615384615
2019-02-10,Línea 8,441533,23238.57894736842
2013-02-04,Línea 8,255293,13436.473684210527
2013-02-26,Línea 9,395363,32946.916666666664
2014-02-12,Línea 4,91296,9129.6
2010-12-20,Línea 8,444204,23379.157894736843
2010-12-22,Línea 2,905240,37718.333333333336
2010-12-03,Línea 5,262345,21862.083333333332
2023-12-30,Línea 12,104768,8059.076923076923
2023-12-29,Línea A,191208,19120.8
2023-10-17,Línea 9,288642,24053.5
2010-10-04,Línea 2,924340,38514.166666666664
2010-10-24,Línea 3,408784,20439.2
2010-10-06,Línea 1,679344,37741.333333333336
2024-07-19,Línea 7,260957,18639.785714285714
2024-07-17,Línea 3,493264,23488.761904761905
2014-09-22,Línea 8,446074,26239.647058823528
2014-06-21,Línea 4,73471,7347.1
2015-09-18,Línea B,511015,24334.04761904762
2015-09-16,Línea 9,143906,11992.166666666666
2015-04-27,Línea 3,674910,33745.5
2015-04-09,Línea 3,713303,33966.80952380953
2014-11-27,Línea 5,245774,22343.090909090908
2014-11-16,Línea 5,138153,10627.153846153846
2014-11-25,Línea 7,324871,23205.071428571428
2014-11-20,Línea A,299838,29983.8
2024-09-16,Línea 3,164786,9154.777777777777
2017-02-21,Línea 12,380469,19023.45
2017-02-12,Línea 6,74506,6773.272727272727
2019-02-04,Línea 5,236357,18181.30769230769
2019-02-18,Línea 7,333889,23849.214285714286
2013-02-05,Línea 2,818746,35597.65217391304
2013-02-11,Línea 4,84356,8435.6
2014-02-03,Línea 5,140727,11727.25
2014-02-15,Línea 8,305913,16995.166666666668
2010-12-10,Línea 8,340181,20010.647058823528
2010-12-28,Línea 9,265728,22144.0
2010-12-14,Línea 5,256003,19692.53846153846
2010-12-31,Línea 7,241485,18575.76923076923
2023-12-11,Línea 12,210622,15044.42857142857
2023-12-19,Línea 1,207601,20760.1
2010-10-27,Línea B,483054,24152.7
2010-10-22,Línea 6,171111,15555.545454545454
2014-09-05,Línea 3,861241,39147.318181818184
2014-09-10,Línea 6,157732,15773.2
2014-09-11,Línea 5,278996,21461.23076923077
2014-04-17,Línea 5,168304,12946.461538461539
2014-04-15,Línea 9,309172,28106.545454545456
2014-04-25,Línea 6,151302,15130.2
2014-06-04,Línea 7,312675,22333.928571428572
2014-06-01,Línea 6,80177,7288.818181818182
2015-09-08,Línea 5,282536,21733.53846153846
2015-09-29,Línea 3,669525,33476.25
2015-09-26,Línea 7,201347,16778.916666666668
2015-04-15,Línea 1,757765,39882.36842105263
2015-04-10,Línea 3,782986,37285.04761904762
2015-04-19,Línea 2,488711,20362.958333333332
2015-04-29,Línea 9,353160,32105.454545454544
2014-11-03,Línea B,468128,22291.809523809523
2014-11-21,Línea 11,23033,23033.0
2024-09-23,Línea 8,372317,21901.0
2019-02-23,Línea 7,226283,16163.07142857143
2018-02-11,Línea 4,53520,5352.0
2018-02-04,Línea 9,167475,13956.25
2013-02-02,Línea 12,192011,9600.55
2013-02-28,Línea B,474793,23739.65
2023-12-05,Línea 9,317918,26493.166666666668
2023-12-08,Línea B,441298,21014.190476190477
2023-12-01,Línea 6,140411,12764.636363636364
2023-12-13,Línea 6,129398,11763.454545454546
2023-12-26,Línea A,166108,16610.8
2023-10-11,Línea 4,81172,8117.2
2010-10-02,Línea 8,419550,22081.57894736842
2010-10-13,Línea 4,91411,9141.1
2024-07-19,Línea A,195421,19542.1
2024-07-15,Línea 8,352974,18577.57894736842
2014-09-29,Línea 3,719010,35950.5
2014-09-21,Línea 7,126182,9013.0
2014-04-30,Línea 6,162534,14775.818181818182
2014-06-16,Línea 12,147606,16400.666666666668
2014-06-04,Línea 6,149149,13559.0
2014-06-08,Línea 12,63032,7003.555555555556
2015-04-25,Línea 1,665327,35017.21052631579
2015-04-05,Línea 12,42870,5358.75
2015-04-25,Línea 5,217103,18091.916666666668
2014-11-05,Línea B,449777,22488.85
2014-11-17,Línea 8,264055,13897.631578947368
2014-11-15,Línea 4,84532,8453.2
2024-09-22,Línea 5,95044,7311.076923076923
2017-02-17,Línea 8,429837,22623.0
2017-02-28,Línea B,451862,22593.1
2017-02-08,Línea 6,159078,14461.636363636364
2019-02-04,Línea 6,168358,15305.272727272728
2019-02-11,Línea 9,216242,18020.166666666668
2018-02-14,Línea 7,381646,27260.428571428572
2013-02-05,Línea 4,80425,8042.5
2013-02-10,Línea 7,120033,8573.785714285714
2013-02-27,Línea 2,921379,38390.791666666664
2014-02-26,Línea 12,322434,16121.7
2014-02-19,Línea 12,325945,16297.25
2014-02-08,Línea 5,201503,15500.23076923077
2023-12-14,Línea 8,390235,20538.684210526317
2023-10-15,Línea B,249329,11872.809523809523
2010-10-08,Línea 3,859750,42987.5
2010-10-16,Línea 1,713709,35685.45
2010-10-31,Línea 1,470945,23547.25
2024-07-24,Línea B,354744,16892.571428571428
2024-07-19,Línea 2,647248,26968.666666666668
2024-07-16,Línea 12,319578,15978.9
2024-07-11,Línea 12,306061,16108.473684210527
2024-07-20,Línea 8,314950,16576.315789473683
2024-07-09,Línea 1,173808,17380.8
2014-09-02,Línea 6,156543,15654.3
2014-04-03,Línea 6,157239,14294.454545454546
2014-04-18,Línea 6,49885,4988.5
2014-04-01,Línea 8,418042,22002.21052631579
2014-06-21,Línea 6,104294,9481.272727272728
2014-06-15,Línea 4,48208,4820.8
2015-09-13,Línea A,158297,15829.7
2015-09-01,Línea 7,336584,24041.714285714286
2015-04-27,Línea 8,398012,20948.0
2015-04-17,Línea 8,420492,22131.157894736843
2014-11-04,Línea 3,800100,36368.181818181816
2017-02-05,Línea 6,71531,6502.818181818182
2017-02-02,Línea B,470110,22386.190476190477
2019-02-11,Línea 2,614556,25606.5
2018-02-06,Línea 9,343153,28596.083333333332
2018-02-16,Línea 8,444564,23398.105263157893
2018-02-24,Línea A,296804,29680.4
2013-02-06,Línea 3,834465,39736.42857142857
2013-02-11,Línea B,499204,23771.619047619046
2014-02-10,Línea 2,848967,36911.608695652176
2014-02-19,Línea 5,162262,13521.833333333334
2010-12-02,Línea 12,5000,5000.0
2023-12-14,Línea A,221407,22140.7
2023-12-22,Línea A,214010,23778.88888888889
2023-12-27,Línea 1,184844,18484.4
2023-10-06,Línea B,372036,18601.8
2010-10-21,Línea 5,239267,18405.153846153848
2010-10-23,Línea 6,208085,18916.81818181818
2024-07-14,Línea 5,96478,7421.384615384615
2024-07-18,Línea 9,229937,25548.555555555555
2014-09-03,Línea 7,304883,23452.53846153846
2014-09-04,Línea 6,165676,15061.454545454546
2014-04-26,Línea 3,480130,24006.5
2014-04-27,Línea 3,349213,16629.190476190477
2014-06-11,Línea 2,847341,35305.875
2014-06-22,Línea 9,163001,13583.416666666666
2015-04-10,Línea A,299984,29998.4
2014-11-20,Línea 3,771489,36737.57142857143
2024-09-01,Línea 5,97133,7471.7692307692305
2018-02-11,Línea 2,439509,19109.08695652174
2018-02-14,Línea A,308373,30837.3
2014-02-17,Línea 2,863958,35998.25
2014-02-04,Línea A,284431,28443.1
2010-12-02,Línea 1,767225,40380.26315789474
2010-12-09,Línea 9,319330,31933.0
2023-12-10,Línea 2,317820,14446.363636363636
2023-12-29,Línea 7,192038,13717.0
2023-10-19,Línea 6,153821,13983.727272727272
2010-10-19,Línea 1,692266,36435.05263157895
2010-10-10,Línea 6,75569,6869.909090909091
2024-07-28,Línea 7,104480,7462.857142857143
2024-07-26,Línea 5,168321,12947.76923076923
2014-09-04,Línea 12,149408,16600.88888888889
2014-04-25,Línea A,274877,27487.7
2014-06-10,Línea B,445018,21191.333333333332
2015-04-06,Línea 5,241350,20112.5
2015-04-03,Línea 7,117152,9011.692307692309
2015-04-19,Línea 5,136817,10524.384615384615
2014-11-07,Línea 9,273738,24885.272727272728
2024-09-15,Línea 7,97657,6975.5
2024-09-08,Línea A,113170,11317.0
2017-02-09,Línea A,317223,35247.0
2019-02-25,Línea 3,653926,32696.3
2019-02-01,Línea 7,224609,16043.5
2019-02-02,Línea 4,79989,7998.9
2018-02-09,Línea 9,369026,30752.166666666668
2018-02-23,Línea 8,404097,23770.41176470588
2013-02-17,Línea 1,464090,23204.5
2013-02-09,Línea 12,186052,9792.21052631579
2013-02-21,Línea A,287584,28758.4
2014-02-02,Línea 12,136731,6836.55
2010-12-09,Línea 8,489599,27199.944444444445
2010-12-26,Línea 8,202220,11234.444444444445
2023-12-09,Línea 9,255762,21313.5
2023-12-16,Línea 6,85136,7739.636363636364
2023-12-04,Línea 4,79890,7989.0
2023-12-13,Línea 1,165176,16517.6
2023-10-01,Línea B,268057,12764.619047619048
2023-10-12,Línea 1,196551,24568.875
2010-10-07,Línea 8,453815,25211.944444444445
2010-10-20,Línea 1,757218,37860.9
2010-10-08,Línea 7,325994,23285.285714285714
2024-07-28,Línea B,210134,10506.7
2014-09-06,Línea 9,316740,26395.0
2014-09-06,Línea B,469350,22350.0
2014-06-10,Línea 3,717247,34154.619047619046
2014-06-16,Línea A,274465,30496.11111111111
2015-04-22,Línea 7,300436,23110.46153846154
2014-11-12,Línea 12,188972,20996.88888888889
2017-02-10,Línea B,472842,23642.1
2017-02-03,Línea 1,663987,36888.166666666664
2017-02-21,Línea 6,165309,15028.09090909091
2013-02-10,Línea B,300299,14299.952380952382
2013-02-03,Línea 7,109982,7855.857142857143
2014-02-23,Línea 5,135013,10385.615384615385
2014-02-26,Línea 9,374483,31206.916666666668
2010-12-02,Línea 4,94827,9482.7
2010-12-26,Línea 5,136835,10525.76923076923
2023-12-23,Línea 4,67145,6714.5
2010-10-30,Línea 1,729010,36450.5
2010-10-07,Línea B,529000,25190.47619047619
2010-10-27,Línea 9,348205,29017.083333333332
2024-07-30,Línea 5,151881,11683.153846153846
2014-09-22,Línea 3,756605,36028.80952380953
2014-09-06,Línea 7,237559,16968.5
2014-04-11,Línea 2,926127,38588.625
2014-06-18,Línea A,303846,30384.6
2015-09-10,Línea A,315606,31560.6
2015-09-02,Línea 6,143246,15916.222222222223
2015-09-14,Línea 2,763267,31802.791666666668
2015-09-20,Línea 12,55914,6212.666666666667
2014-11-07,Línea 3,770454,36688.28571428572
2014-11-10,Línea B,461118,21958.0
2014-11-01,Línea 2,825992,33039.68
2014-11-26,Línea 12,192497,21388.555555555555
2014-11-25,Línea 8,427612,22505.894736842107
2017-02-03,Línea A,335390,33539.0
2017-02-11,Línea 9,294504,24542.0
2014-02-07,Línea B,463791,23189.55
2014-02-04,Línea 8,372634,19612.315789473683
2010-12-19,Línea 2,579404,24141.833333333332
2010-12-24,Línea B,455138,21673.238095238095
2023-12-07,Línea 9,311474,28315.81818181818
2023-10-14,Línea 3,385301,19265.05
2023-10-09,Línea 1,226149,25127.666666666668
2010-10-23,Línea A,190756,19075.6
2024-07-01,Línea 3,479172,22817.714285714286
2014-09-15,Línea B,397877,18946.52380952381
2014-04-28,Línea 7,303782,21698.714285714286
2014-04-05,Línea 8,337434,17759.684210526317
2014-04-25,Línea 1,789655,39482.75
2014-04-13,Línea 12,58484,6498.222222222223
2014-06-25,Línea 3,681587,34079.35
2015-04-15,Línea 5,269231,20710.076923076922
2015-04-07,Línea 2,773624,33635.82608695652
2015-04-01,Línea A,282429,28242.9
