fecha,linea,afluencia_total,afluencia_promedio
2021-07-12,Línea 9,182193,15182.75
2021-12-04,Línea 2,469632,20418.782608695652
2011-07-06,Línea 5,187992,14460.923076923076
2011-07-11,Línea 5,223655,17204.23076923077
2011-07-29,Línea 6,169253,15386.636363636364
2010-07-04,Línea 8,221409,11653.105263157895
2010-07-14,Línea 6,124723,11338.454545454546
2026-02-24,Línea 12,392997,19649.85
2026-02-06,Línea 12,386895,20362.894736842107
2026-02-23,Línea A,216110,21611.0
2010-01-13,Línea 1,608413,32021.736842105263
2010-01-01,Línea 5,98231,7556.2307692307695
2010-01-21,Línea 6,125142,11376.545454545454
2010-01-06,Línea 7,165918,12762.923076923076
2023-11-21,Línea 6,135742,12340.181818181818
2023-11-23,Línea 6,133151,12104.636363636364
2023-11-05,Línea 1,188493,10471.833333333334
2023-11-08,Línea A,232214,23221.4
2023-11-05,Línea 4,42084,4208.4
2023-11-18,Línea 2,539579,23459.956521739132
2020-04-24,Línea 3,197126,9386.952380952382
2020-04-21,Línea B,140365,6684.047619047619
2020-04-16,Línea 11,7118,7118.0
2022-03-18,Línea 8,335530,17659.473684210527
2022-03-19,Línea 1,447401,22370.05
2022-03-29,Línea 2,460261,19177.541666666668
2024-06-21,Línea 2,604627,27483.045454545456
2024-06-10,Línea A,209736,20973.6
2024-06-27,Línea 1,174651,17465.1
2022-05-16,Línea 8,324532,17080.63157894737
2022-05-08,Línea 4,40605,4060.5
2022-01-02,Línea B,202788,9656.57142857143
2022-01-28,Línea 1,445012,22250.6
2022-01-30,Línea 1,259510,13658.421052631578
2021-05-02,Línea 2,205424,8931.478260869566
2021-05-19,Línea 1,366000,18300.0
2021-10-04,Línea 6,73164,6651.272727272727
2021-10-15,Línea 2,418693,18204.043478260868
2021-10-02,Línea 11,12203,12203.0
2021-07-16,Línea 5,139458,10727.538461538461
2011-07-06,Línea 7,286932,20495.14285714286
2010-07-30,Línea 5,241621,18586.23076923077
2026-02-11,Línea 3,583689,27794.714285714286
2026-02-21,Línea 9,221774,18481.166666666668
2026-02-10,Línea 5,182066,14005.076923076924
2010-01-12,Línea 2,593724,25814.08695652174
2010-01-10,Línea 8,175294,9738.555555555555
2010-01-19,Línea 1,793935,39696.75
2010-01-15,Línea 3,778466,37069.80952380953
2010-01-24,Línea 5,135476,10421.23076923077
2010-01-18,Línea 4,71722,7172.2
2010-01-06,Línea 9,272784,22732.0
2010-01-31,Línea 7,90030,6430.714285714285
2023-11-22,Línea 12,213608,16431.384615384617
2023-11-21,Línea 4,72253,8028.111111111111
2023-11-24,Línea 9,252720,22974.545454545456
2023-11-16,Línea 5,142248,11854.0
2020-04-20,Línea 12,142913,7145.65
2020-04-16,Línea 8,101457,5636.5
2022-03-14,Línea 4,62047,6204.7
2022-03-17,Línea 8,327960,18220.0
2022-03-23,Línea 8,318438,16759.894736842107
2024-06-30,Línea 5,79166,6597.166666666667
2022-05-27,Línea B,380407,18114.619047619046
2022-01-25,Línea 4,48042,4804.2
2022-01-23,Línea 8,138661,7703.388888888889
2021-05-06,Línea 8,241432,12706.947368421053
2012-08-03,Línea 6,177629,16148.09090909091
2012-08-26,Línea 8,238602,12558.0
2023-07-15,Línea A,196313,19631.3
2023-07-20,Línea A,219578,21957.8
2021-10-28,Línea A,170739,18971.0
2021-07-27,Línea 8,237411,12495.315789473685
2021-07-02,Línea 8,241144,12691.78947368421
2021-07-13,Línea 1,390974,19548.7
2021-07-17,Línea 3,291672,13889.142857142857
2021-07-10,Línea 6,69048,6277.090909090909
2021-12-25,Línea A,63094,7010.444444444444
2011-07-18,Línea B,550959,26236.14285714286
2011-07-14,Línea 8,412181,21693.736842105263
2010-07-22,Línea 7,278730,19909.285714285714
2010-07-04,Línea 1,433545,21677.25
2026-02-15,Línea A,123356,12335.6
2010-01-27,Línea 7,251143,17938.785714285714
2010-01-19,Línea 3,818576,38979.80952380953
2010-01-13,Línea B,378767,18938.35
2010-01-23,Línea A,185258,18525.8
2010-01-06,Línea A,220617,22061.7
2020-04-04,Línea A,96806,9680.6
2020-04-17,Línea 12,146375,7318.75
2022-03-24,Línea 6,106083,9643.90909090909
2024-06-25,Línea 12,334951,16747.55
2024-06-07,Línea 4,71424,7142.4
2024-06-14,Línea 6,123475,11225.0
2022-01-27,Línea 9,206836,18803.272727272728
2022-01-15,Línea 6,60960,6096.0
2021-05-26,Línea 7,157699,11264.214285714286
2021-05-05,Línea 9,174796,14566.333333333334
2021-05-10,Línea 1,295701,14785.05
2012-08-11,Línea 4,76182,7618.2
2012-08-18,Línea 6,128604,11691.272727272728
2023-07-02,Línea 8,214907,11310.894736842105
2023-07-04,Línea 5,163742,14885.636363636364
2023-07-09,Línea 12,44689,4965.444444444444
2023-07-26,Línea 6,108593,9872.09090909091
2021-10-19,Línea 8,285246,15012.947368421053
2021-10-17,Línea 6,42328,3848.0
2021-07-28,Línea A,162567,16256.7
2011-07-17,Línea 2,510544,21272.666666666668
2011-07-21,Línea 6,131553,11959.363636363636
2011-07-30,Línea 1,775370,38768.5
2011-07-01,Línea 8,457442,24075.894736842107
2010-07-04,Línea 2,393094,16378.916666666666
2010-07-09,Línea 7,257580,18398.571428571428
2026-02-01,Línea 6,53779,4889.0
2023-11-21,Línea B,364688,17366.095238095237
2023-11-01,Línea 8,332031,17475.315789473683
2020-04-18,Línea 7,67716,4836.857142857143
2020-04-04,Línea 5,91289,7022.2307692307695
2022-03-17,Línea A,205789,20578.9
2022-03-31,Línea 7,224840,16060.0
2022-03-06,Línea 8,187691,10427.277777777777
2024-06-30,Línea 6,36838,4093.1111111111113
2022-05-04,Línea 2,556787,23199.458333333332
2022-05-31,Línea 6,102106,10210.6
2022-01-25,Línea 1,416690,20834.5
2021-05-26,Línea 3,328574,16428.7
2023-07-15,Línea 12,65519,8189.875
2023-07-15,Línea 6,86324,7847.636363636364
2023-07-11,Línea 6,114273,10388.454545454546
2021-07-17,Línea B,242493,11547.285714285714
2021-07-03,Línea A,138232,13823.2
2012-07-22,Línea 1,479819,23990.95
2012-07-14,Línea 1,712386,35619.3
2021-12-11,Línea 2,483075,20128.125
2021-12-28,Línea 4,66109,6009.909090909091
2011-07-07,Línea B,403177,19198.904761904763
2011-07-04,Línea 3,674413,32114.904761904763
2011-07-20,Línea 7,276088,19720.571428571428
2026-02-02,Línea 9,96249,8749.90909090909
2023-11-04,Línea 3,387433,19371.65
2023-11-06,Línea B,345787,16466.04761904762
2020-04-02,Línea 8,177197,9326.157894736842
2020-04-04,Línea 1,209543,11028.578947368422
2020-04-10,Línea 2,121030,5042.916666666667
2020-04-07,Línea 12,133708,7428.222222222223
2020-04-09,Línea B,122224,5820.190476190476
2022-03-12,Línea 4,41912,4656.888888888889
2022-03-21,Línea 1,309394,15469.7
2024-06-14,Línea 12,336536,17712.42105263158
2022-01-14,Línea 2,398645,16610.208333333332
2022-01-16,Línea A,75287,7528.7
2021-05-04,Línea 6,71188,6471.636363636364
2021-05-19,Línea 4,39698,3969.8
2012-08-15,Línea 3,825448,39307.04761904762
2012-08-29,Línea 8,450139,23691.526315789473
2012-08-02,Línea 7,342076,22805.066666666666
2021-10-06,Línea A,181656,18165.6
2021-10-06,Línea 7,162199,12476.846153846154
2021-10-23,Línea 6,68076,6188.727272727273
2021-07-30,Línea 6,72025,6547.727272727273
2021-07-07,Línea 7,164913,12685.615384615385
2021-07-05,Línea 2,381468,15894.5
2012-07-07,Línea B,437050,21852.5
2012-07-13,Línea 6,169210,15382.727272727272
2012-07-20,Línea B,436757,21837.85
2011-07-19,Línea 9,298006,27091.454545454544
2011-07-31,Línea 8,247985,13051.842105263158
2011-07-04,Línea B,469344,23467.2
2010-07-19,Línea 1,716701,37721.10526315789
2010-07-05,Línea 9,329645,27470.416666666668
2010-07-05,Línea 8,411352,21650.105263157893
2026-02-19,Línea 5,181100,13930.76923076923
2026-02-28,Línea 5,125762,9674.0
2010-01-26,Línea 6,122609,11146.272727272728
2023-11-02,Línea 6,68941,6267.363636363636
2023-11-29,Línea 9,303189,25265.75
2023-11-20,Línea 7,116093,8292.357142857143
2020-04-03,Línea 9,138596,11549.666666666666
2020-04-21,Línea 1,206554,10327.7
2020-04-09,Línea 3,151274,7203.523809523809
2020-04-18,Línea 9,86789,7889.909090909091
2022-03-12,Línea 5,151671,11667.0
2022-03-02,Línea 7,204926,14637.57142857143
2024-06-08,Línea 9,179216,19912.88888888889
2024-06-16,Línea 1,122539,12253.9
2024-06-19,Línea 12,340747,17037.35
2024-06-22,Línea 8,309535,17196.38888888889
2024-06-24,Línea 1,170209,17020.9
2022-05-03,Línea 7,217988,15570.57142857143
2022-01-28,Línea B,256863,12843.15
2021-05-30,Línea 8,119571,6293.210526315789
2021-05-04,Línea A,169279,16927.9
2012-08-25,Línea 3,574909,28745.45
2023-07-14,Línea 8,386879,21493.277777777777
2023-07-02,Línea 4,52273,5227.3
2021-10-08,Línea 8,285214,15845.222222222223
2021-10-14,Línea 8,295125,15532.894736842105
2021-10-04,Línea 7,164538,12656.76923076923
2021-10-03,Línea 4,35231,3523.1
2021-12-09,Línea 8,343349,18071.0
2021-12-04,Línea 9,198952,16579.333333333332
2011-07-03,Línea 7,112581,8041.5
2011-07-27,Línea 7,269983,19284.5
2011-07-29,Línea 8,462755,24355.526315789473
2010-07-20,Línea 9,328215,27351.25
2026-02-05,Línea 7,278136,21395.076923076922
2010-01-01,Línea 8,136099,7163.105263157895
2010-01-25,Línea A,239175,23917.5
2023-11-14,Línea 5,188347,17122.454545454544
2020-04-16,Línea B,157913,7519.666666666667
2020-04-11,Línea A,73588,7358.8
2022-03-29,Línea 7,205101,15777.0
2022-03-02,Línea 4,56864,6318.222222222223
2024-06-12,Línea 4,52853,5872.555555555556
2024-06-01,Línea 8,298985,16610.277777777777
2024-06-29,Línea 2,656768,28555.130434782608
2022-05-13,Línea 2,472400,20539.130434782608
2022-05-21,Línea 7,156041,11145.785714285714
2022-05-02,Línea 8,333580,17556.842105263157
2021-05-17,Línea 1,386337,19316.85
2021-05-12,Línea 4,42069,4206.9
2021-05-22,Línea B,225022,10715.333333333334
2021-05-11,Línea 9,161867,13488.916666666666
2021-05-19,Línea 9,162159,13513.25
2012-08-12,Línea 8,234687,12351.947368421053
2023-07-25,Línea 2,568217,23675.708333333332
2021-07-23,Línea 2,375326,16318.521739130434
2021-07-17,Línea 5,130030,10002.307692307691
2012-07-28,Línea 2,784794,34121.47826086957
2012-07-13,Línea B,464732,23236.6
2021-12-31,Línea 7,129102,9221.57142857143
2021-12-02,Línea 3,458472,21832.0
2011-07-06,Línea 3,627829,31391.45
2011-07-11,Línea 4,95853,9585.3
2011-07-18,Línea 7,328152,25242.46153846154
2010-07-22,Línea 8,377863,19887.526315789473
2010-07-25,Línea 6,60322,5483.818181818182
2010-07-06,Línea 6,124933,11357.545454545454
2026-02-17,Línea B,380183,18103.95238095238
2020-04-04,Línea 12,134215,6710.75
2020-04-15,Línea 6,51756,4705.090909090909
2020-04-20,Línea 1,208643,11591.277777777777
2024-06-17,Línea 8,320054,18826.70588235294
2022-05-11,Línea 4,59231,6581.222222222223
2022-05-08,Línea B,211251,10059.57142857143
2022-01-24,Línea B,281489,13404.238095238095
2021-05-14,Línea 7,162635,11616.785714285714
2023-07-20,Línea 1,188184,23523.0
2021-07-02,Línea 1,426612,21330.6
2021-07-14,Línea A,136710,17088.75
2012-07-23,Línea 7,309550,22110.714285714286
2021-12-02,Línea 2,486477,20269.875
2010-07-12,Línea 5,218347,16795.923076923078
2023-11-03,Línea B,295914,14795.7
2023-11-30,Línea A,215161,21516.1
2023-11-13,Línea 6,138536,12594.181818181818
2023-11-04,Línea 12,135664,9690.285714285714
2020-04-18,Línea 8,112426,5917.1578947368425
2022-03-28,Línea 3,429672,21483.6
2022-03-17,Línea 3,407699,20384.95
2022-03-18,Línea 1,516597,25829.85
2022-03-18,Línea B,354748,16892.761904761905
2024-06-23,Línea 7,97194,8099.5
2024-06-20,Línea 9,236554,26283.777777777777
2022-05-07,Línea 7,146391,11260.846153846154
2022-05-28,Línea A,171781,17178.1
2022-05-21,Línea A,166091,16609.1
2022-01-26,Línea 6,84290,7662.727272727273
2021-05-08,Línea A,148401,14840.1
2021-05-30,Línea 3,169819,8490.95
2012-08-09,Línea A,185749,37149.8
2023-07-28,Línea 5,160844,13403.666666666666
2023-07-23,Línea 1,103326,12915.75
2021-10-15,Línea 5,151144,11626.461538461539
2021-10-31,Línea 4,55128,5512.8
2021-10-10,Línea 2,226176,10280.727272727272
2021-07-06,Línea 3,352079,17603.95
2012-07-13,Línea 5,211854,16296.461538461539
2012-07-23,Línea 6,175076,15916.0
2021-12-30,Línea B,317852,15135.809523809523
2020-04-22,Línea 4,25262,2526.2
2011-07-26,Línea 2,873774,36407.25
2010-07-25,Línea 5,126923,9763.307692307691
2010-07-30,Línea 1,724349,38123.63157894737
2026-02-16,Línea 2,614552,25606.333333333332
2026-02-22,Línea 3,234230,11153.809523809523
2010-01-07,Línea 1,703586,35179.3
2022-03-28,Línea 9,238540,19878.333333333332
2024-06-18,Línea 12,298133,17537.235294117647
2024-06-22,Línea 6,81873,7443.0
2022-05-11,Línea 1,449865,22493.25
2022-01-04,Línea 8,305667,16087.736842105263
2022-01-22,Línea A,113447,11344.7
2022-01-30,Línea 4,32902,3290.2
2022-01-23,Línea 2,200914,8735.391304347826
2021-05-12,Línea 5,134611,10354.692307692309
2012-08-19,Línea 9,155561,12963.416666666666
2012-08-11,Línea 2,799485,33311.875
2021-10-24,Línea 8,162861,9047.833333333334
2021-07-06,Línea 7,167260,11947.142857142857
2021-07-11,Línea 6,39007,3546.090909090909
2012-07-12,Línea 2,884390,36849.583333333336
2012-07-19,Línea 6,159659,14514.454545454546
2012-07-06,Línea 5,204473,15728.692307692309
2021-12-12,Línea 7,71094,5924.5
2021-12-23,Línea 6,90814,8255.818181818182
2011-07-17,Línea A,165030,16503.0
2011-07-26,Línea 4,82789,8278.9
2026-02-07,Línea 1,426207,21310.35
2026-02-11,Línea A,223380,24820.0
2010-01-03,Línea B,277926,13234.57142857143
2010-01-09,Línea 3,380069,19003.45
2010-01-08,Línea 6,105373,9579.363636363636
2023-11-03,Línea 6,95190,8653.636363636364
2020-04-15,Línea 4,31322,3132.2
2020-04-25,Línea 3,156654,7459.714285714285
2022-03-30,Línea 1,473319,24911.526315789473
2022-05-27,Línea 3,510597,25529.85
2022-05-15,Línea 6,50476,4588.727272727273
2022-01-30,Línea 3,215774,10274.952380952382
2022-01-05,Línea 6,88752,8068.363636363636
2022-01-30,Línea A,82102,8210.2
2021-05-10,Línea 2,265958,12089.0
2012-08-13,Línea 1,855623,42781.15
2023-07-21,Línea 9,281076,23423.0
2023-07-28,Línea 1,146422,20917.428571428572
2021-07-25,Línea B,165437,7877.952380952381
2021-07-03,Línea 6,62713,5701.181818181818
2021-07-21,Línea 7,174593,12470.92857142857
2021-07-10,Línea 4,46192,4619.2
2012-07-11,Línea 9,349203,29100.25
2012-07-01,Línea 5,120728,9286.76923076923
2021-12-10,Línea A,191293,21254.777777777777
2021-12-24,Línea 2,335489,13978.708333333334
2021-12-02,Línea 6,101405,9218.636363636364
2011-07-18,Línea 6,169471,16947.1
2011-07-01,Línea 1,754157,39692.47368421053
2010-07-08,Línea 1,742365,37118.25
2010-07-07,Línea 6,179156,14929.666666666666
2010-07-20,Línea 4,81655,8165.5
2010-01-20,Línea 2,777075,32378.125
2023-11-09,Línea 12,200410,15416.153846153846
2023-11-14,Línea B,372582,17742.0
2023-11-01,Línea 5,151427,12618.916666666666
2024-06-17,Línea 2,623421,27105.260869565216
2024-06-23,Línea 6,49724,4520.363636363636
2022-05-06,Línea 2,538236,23401.565217391304
2022-05-26,Línea 6,126454,11495.818181818182
2021-05-09,Línea 5,83546,6962.166666666667
2021-05-16,Línea 5,72570,6047.5
2023-07-23,Línea 6,66392,6035.636363636364
2021-10-12,Línea 9,211478,17623.166666666668
2021-10-23,Línea 9,213794,17816.166666666668
2021-10-16,Línea 7,141348,10096.285714285714
2021-07-02,Línea B,256461,12212.42857142857
2021-07-31,Línea 9,175822,14651.833333333334
2012-07-21,Línea 2,795040,33126.666666666664
2012-07-26,Línea 7,297618,21258.428571428572
2021-12-28,Línea 1,424464,22340.21052631579
2021-12-11,Línea A,175680,17568.0
2021-12-22,Línea 8,320860,17825.555555555555
2010-07-05,Línea 1,677439,37635.5
2010-07-13,Línea 9,344202,28683.5
2026-02-01,Línea 5,88324,6794.153846153846
2026-02-26,Línea 8,255672,15039.529411764706
2023-11-11,Línea 12,138979,9927.07142857143
2022-03-31,Línea 8,335982,17683.263157894737
2024-06-09,Línea A,106032,11781.333333333334
2024-06-16,Línea 5,94066,7235.846153846154
2022-05-20,Línea 6,122650,11150.0
2022-05-08,Línea 7,89850,6417.857142857143
2022-01-10,Línea 8,273680,14404.21052631579
2021-05-09,Línea 1,221698,11084.9
2012-08-04,Línea 1,645733,35874.055555555555
2012-08-21,Línea 4,93125,9312.5
2023-07-09,Línea B,242564,11550.666666666666
2023-07-18,Línea B,321622,16927.473684210527
2021-10-09,Línea 5,115554,9629.5
2021-07-05,Línea 8,242102,12742.21052631579
2021-07-20,Línea A,159378,15937.8
2021-07-08,Línea 4,49567,4956.7
2021-07-13,Línea 6,77789,7071.727272727273
2021-12-07,Línea 2,498673,19946.92
2021-12-23,Línea 8,327481,18193.38888888889
2021-12-14,Línea 5,157679,13139.916666666666
2021-12-04,Línea 6,83183,7562.090909090909
2011-07-10,Línea 1,425616,21280.8
2011-07-16,Línea 4,80497,8049.7
2010-07-29,Línea 9,334670,27889.166666666668
2010-07-08,Línea B,449474,21403.52380952381
2010-07-31,Línea 1,676294,33814.7
2010-07-19,Línea 7,211038,16233.692307692309
2026-02-01,Línea B,213622,10172.47619047619
2023-11-03,Línea 7,217186,16706.615384615383
2023-11-07,Línea 9,261490,23771.81818181818
2020-04-11,Línea 7,46531,3323.6428571428573
2020-04-06,Línea 5,83193,6399.461538461538
2020-04-14,Línea A,105133,10513.3
2022-03-28,Línea B,331520,15786.666666666666
2022-03-22,Línea 4,62693,6269.3
2024-06-13,Línea 12,331245,17433.947368421053
2024-06-19,Línea 7,277225,19801.785714285714
2022-05-12,Línea 1,474536,23726.8
2022-05-13,Línea A,218435,21843.5
2022-01-01,Línea 8,111792,5883.789473684211
2012-08-17,Línea A,196612,39322.4
2012-08-28,Línea 6,196527,17866.090909090908
2023-07-03,Línea 8,356482,18762.21052631579
2023-07-18,Línea 6,106143,9649.363636363636
2023-07-10,Línea 4,73622,7362.2
2023-07-04,Línea 4,71382,7138.2
2021-10-12,Línea B,250781,12539.05
2021-10-18,Línea A,179444,17944.4
2021-07-02,Línea 2,411542,17147.583333333332
2021-07-02,Línea 6,72509,6591.727272727273
2021-07-29,Línea 9,182107,15175.583333333334
2012-07-21,Línea 7,195907,13993.357142857143
2012-07-08,Línea 4,45774,4577.4
2011-07-01,Línea 2,945478,41107.739130434784
2011-07-18,Línea 2,1030592,42941.333333333336
2010-01-17,Línea 1,406409,20320.45
2010-01-22,Línea B,431202,20533.428571428572
2010-01-27,Línea 8,423240,22275.78947368421
2010-01-25,Línea 2,796535,33188.958333333336
2023-11-12,Línea 7,115354,8239.57142857143
2023-11-29,Línea 7,268319,20639.923076923078
2020-04-10,Línea 9,59569,4964.083333333333
2020-04-01,Línea 12,185161,9745.315789473685
2024-06-03,Línea A,204531,20453.1
2022-05-19,Línea 7,224854,17296.46153846154
2022-05-08,Línea A,105360,10536.0
2022-01-01,Línea 2,145453,6324.04347826087
2021-05-14,Línea 9,172755,14396.25
2021-05-18,Línea 2,315663,13152.625
2021-05-03,Línea 4,38208,3820.8
2021-05-01,Línea 2,340453,14185.541666666666
2012-08-06,Línea 1,875994,43799.7
2012-08-08,Línea 7,306539,21895.64285714286
2023-07-21,Línea B,348329,17416.45
2021-10-24,Línea 9,121600,10133.333333333334
2021-07-07,Línea 3,331468,16573.4
2012-07-30,Línea 1,864600,43230.0
2021-12-11,Línea 1,450159,23692.57894736842
2021-12-01,Línea 7,205361,14668.642857142857
2010-07-24,Línea 1,560966,28048.3
2010-07-04,Línea 3,303588,16866.0
2010-07-13,Línea 3,696547,33168.90476190476
2026-02-18,Línea 1,472131,23606.55
2010-01-08,Línea A,181955,20217.222222222223
2023-11-09,Línea 2,637148,26547.833333333332
2023-11-03,Línea 9,248932,20744.333333333332
2023-11-05,Línea A,117485,11748.5
2023-11-25,Línea 9,254373,21197.75
2024-06-25,Línea A,203101,20310.1
2024-06-27,Línea 9,236016,26224.0
2024-06-01,Línea 3,389450,18545.238095238095
2024-06-14,Línea 1,190819,19081.9
2021-05-16,Línea A,89195,8919.5
2021-05-31,Línea 6,64524,6452.4
2021-05-05,Línea 5,120376,9259.692307692309
2012-08-15,Línea 7,289888,22299.076923076922
2012-08-10,Línea B,483923,23043.95238095238
2012-08-28,Línea A,291552,29155.2
2023-07-24,Línea 6,104882,9534.727272727272
2023-07-12,Línea 1,188636,23579.5
2021-10-29,Línea B,274221,13711.05
2021-10-23,Línea 8,241974,14233.764705882353
2021-10-24,Línea A,106486,10648.6
2021-12-26,Línea 4,31381,3138.1
2021-05-11,Línea 4,36000,4000.0
2011-07-01,Línea 4,84872,9430.222222222223
2010-07-27,Línea 9,339956,28329.666666666668
